Wording Style,Option 1,Option 2,Question,Answer
4,Miguel Hidalgo,Mahatma Gandhi,Which is the more interesting historical figure? Miguel Hidalgo or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Miguel Hidalgo,Nnamdi Azikiwe,Which is the more interesting historical figure? Miguel Hidalgo or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Miguel Hidalgo
2,Miguel Hidalgo,José Rizal,Which is the more interesting historical figure? Miguel Hidalgo or José Rizal? Answer with only and exactly one of these two options.,José Rizal
3,Miguel Hidalgo,Saladin,Who's a more interesting historical figure: Miguel Hidalgo or Saladin? Answer with only and exactly one of these two options.,Saladin
3,Miguel Hidalgo,Nnamdi Azikiwe,Who's a more interesting historical figure: Miguel Hidalgo or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
1,Miguel Hidalgo,José Rizal,Who is the more interesting historical figure? Miguel Hidalgo or José Rizal? Answer with only and exactly one of these two options.,José Rizal
3,Miguel Hidalgo,José Rizal,Who's a more interesting historical figure: Miguel Hidalgo or José Rizal? Answer with only and exactly one of these two options.,José Rizal
5,Miguel Hidalgo,José Rizal,Who's the more interesting historical figure -- Miguel Hidalgo or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,Miguel Hidalgo,José Rizal,Which is the more interesting historical figure? Miguel Hidalgo or José Rizal? ... Answer with only and exactly one of these two options.,José Rizal
2,Miguel Hidalgo,Nnamdi Azikiwe,Which is the more interesting historical figure? Miguel Hidalgo or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
5,Miguel Hidalgo,Nnamdi Azikiwe,Who's the more interesting historical figure -- Miguel Hidalgo or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
3,Emperor Meiji,George Washington,Who's a more interesting historical figure: Emperor Meiji or George Washington? Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,Miguel Hidalgo,Which is the more interesting historical figure? Emperor Meiji or Miguel Hidalgo? Answer with only and exactly one of these two options.,Emperor Meiji
1,Miguel Hidalgo,Nnamdi Azikiwe,Who is the more interesting historical figure? Miguel Hidalgo or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
1,Emperor Meiji,Otto von Bismarck,Who is the more interesting historical figure? Emperor Meiji or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Miguel Hidalgo,Mahatma Gandhi,Who's the more interesting historical figure -- Miguel Hidalgo or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Emperor Meiji,Miguel Hidalgo,Who is the more interesting historical figure? Emperor Meiji or Miguel Hidalgo? Answer with only and exactly one of these two options.,Emperor Meiji
1,Emperor Meiji,George Washington,Who is the more interesting historical figure? Emperor Meiji or George Washington? Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,George Washington,Which is the more interesting historical figure? Emperor Meiji or George Washington? Answer with only and exactly one of these two options.,Emperor Meiji
3,Emperor Meiji,Miguel Hidalgo,Who's a more interesting historical figure: Emperor Meiji or Miguel Hidalgo? Answer with only and exactly one of these two options.,Emperor Meiji
5,Emperor Meiji,Miguel Hidalgo,Who's the more interesting historical figure -- Emperor Meiji or Miguel Hidalgo? Answer with only and exactly one of these two options.,Emperor Meiji
4,Emperor Meiji,Miguel Hidalgo,Which is the more interesting historical figure? Emperor Meiji or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Emperor Meiji
4,Emperor Meiji,Otto von Bismarck,Which is the more interesting historical figure? Emperor Meiji or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Otto von Bismarck
5,Emperor Meiji,Otto von Bismarck,Who's the more interesting historical figure -- Emperor Meiji or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Emperor Meiji,Otto von Bismarck,Who's a more interesting historical figure: Emperor Meiji or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Emperor Meiji,Theodoros Kolokotronis,Who is the more interesting historical figure? Emperor Meiji or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Emperor Meiji
5,Emperor Meiji,George Washington,Who's the more interesting historical figure -- Emperor Meiji or George Washington? Answer with only and exactly one of these two options.,Emperor Meiji
4,Emperor Meiji,George Washington,Which is the more interesting historical figure? Emperor Meiji or George Washington? ... Answer with only and exactly one of these two options.,Emperor Meiji
3,Emperor Meiji,Theodoros Kolokotronis,Who's a more interesting historical figure: Emperor Meiji or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
2,Emperor Meiji,Theodoros Kolokotronis,Which is the more interesting historical figure? Emperor Meiji or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,Otto von Bismarck,Which is the more interesting historical figure? Emperor Meiji or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Emperor Meiji,Saladin,Who's a more interesting historical figure: Emperor Meiji or Saladin? Answer with only and exactly one of these two options.,Saladin
4,Emperor Meiji,Theodoros Kolokotronis,Which is the more interesting historical figure? Emperor Meiji or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,Saladin,Which is the more interesting historical figure? Emperor Meiji or Saladin? Answer with only and exactly one of these two options.,Saladin
4,Emperor Meiji,Saladin,Which is the more interesting historical figure? Emperor Meiji or Saladin? ... Answer with only and exactly one of these two options.,Saladin
5,Emperor Meiji,Theodoros Kolokotronis,Who's the more interesting historical figure -- Emperor Meiji or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Emperor Meiji
1,Emperor Meiji,Saladin,Who is the more interesting historical figure? Emperor Meiji or Saladin? Answer with only and exactly one of these two options.,Saladin
5,Emperor Meiji,Saladin,Who's the more interesting historical figure -- Emperor Meiji or Saladin? Answer with only and exactly one of these two options.,Saladin
2,Emperor Meiji,Ho Chi Minh,Which is the more interesting historical figure? Emperor Meiji or Ho Chi Minh? Answer with only and exactly one of these two options.,Emperor Meiji
4,Emperor Meiji,Ho Chi Minh,Which is the more interesting historical figure? Emperor Meiji or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Emperor Meiji
1,Emperor Meiji,Mahatma Gandhi,Who is the more interesting historical figure? Emperor Meiji or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Emperor Meiji,Ho Chi Minh,Who is the more interesting historical figure? Emperor Meiji or Ho Chi Minh? Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,Mahatma Gandhi,Which is the more interesting historical figure? Emperor Meiji or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Emperor Meiji,Ho Chi Minh,Who's a more interesting historical figure: Emperor Meiji or Ho Chi Minh? Answer with only and exactly one of these two options.,Emperor Meiji
1,Emperor Meiji,José Rizal,Who is the more interesting historical figure? Emperor Meiji or José Rizal? Answer with only and exactly one of these two options.,José Rizal
5,Emperor Meiji,Ho Chi Minh,Who's the more interesting historical figure -- Emperor Meiji or Ho Chi Minh? Answer with only and exactly one of these two options.,Emperor Meiji
1,Emperor Meiji,Nnamdi Azikiwe,Who is the more interesting historical figure? Emperor Meiji or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
5,Emperor Meiji,Mahatma Gandhi,Who's the more interesting historical figure -- Emperor Meiji or Mahatma Gandhi? Answer with only and exactly one of these two options.,Emperor Meiji
3,Emperor Meiji,Nnamdi Azikiwe,Who's a more interesting historical figure: Emperor Meiji or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Emperor Meiji
4,George Washington,Miguel Hidalgo,Which is the more interesting historical figure? George Washington or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Miguel Hidalgo
4,Emperor Meiji,Mahatma Gandhi,Which is the more interesting historical figure? Emperor Meiji or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,Nnamdi Azikiwe,Which is the more interesting historical figure? Emperor Meiji or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Emperor Meiji
3,Emperor Meiji,Mahatma Gandhi,Who's a more interesting historical figure: Emperor Meiji or Mahatma Gandhi? Answer with only and exactly one of these two options.,Emperor Meiji
4,Emperor Meiji,Nnamdi Azikiwe,Which is the more interesting historical figure? Emperor Meiji or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Emperor Meiji
5,George Washington,Miguel Hidalgo,Who's the more interesting historical figure -- George Washington or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
5,Emperor Meiji,José Rizal,Who's the more interesting historical figure -- Emperor Meiji or José Rizal? Answer with only and exactly one of these two options.,José Rizal
1,George Washington,Miguel Hidalgo,Who is the more interesting historical figure? George Washington or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
4,Emperor Meiji,José Rizal,Which is the more interesting historical figure? Emperor Meiji or José Rizal? ... Answer with only and exactly one of these two options.,José Rizal
2,George Washington,Miguel Hidalgo,Which is the more interesting historical figure? George Washington or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
3,George Washington,Miguel Hidalgo,Who's a more interesting historical figure: George Washington or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
3,Emperor Meiji,José Rizal,Who's a more interesting historical figure: Emperor Meiji or José Rizal? Answer with only and exactly one of these two options.,José Rizal
5,Emperor Meiji,Nnamdi Azikiwe,Who's the more interesting historical figure -- Emperor Meiji or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Emperor Meiji
2,Emperor Meiji,José Rizal,Which is the more interesting historical figure? Emperor Meiji or José Rizal? Answer with only and exactly one of these two options.,José Rizal
1,George Washington,Emperor Meiji,Who is the more interesting historical figure? George Washington or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
2,George Washington,Emperor Meiji,Which is the more interesting historical figure? George Washington or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
3,George Washington,Emperor Meiji,Who's a more interesting historical figure: George Washington or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
1,George Washington,Otto von Bismarck,Who is the more interesting historical figure? George Washington or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
4,George Washington,Emperor Meiji,Which is the more interesting historical figure? George Washington or Emperor Meiji? ... Answer with only and exactly one of these two options.,Emperor Meiji
3,George Washington,Otto von Bismarck,Who's a more interesting historical figure: George Washington or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
2,George Washington,Otto von Bismarck,Which is the more interesting historical figure? George Washington or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
4,George Washington,Otto von Bismarck,Which is the more interesting historical figure? George Washington or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Otto von Bismarck
2,George Washington,Theodoros Kolokotronis,Which is the more interesting historical figure? George Washington or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
1,George Washington,Theodoros Kolokotronis,Who is the more interesting historical figure? George Washington or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
5,George Washington,Otto von Bismarck,Who's the more interesting historical figure -- George Washington or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
3,George Washington,Theodoros Kolokotronis,Who's a more interesting historical figure: George Washington or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
1,George Washington,Saladin,Who is the more interesting historical figure? George Washington or Saladin? Answer with only and exactly one of these two options.,Saladin
2,George Washington,Saladin,Which is the more interesting historical figure? George Washington or Saladin? Answer with only and exactly one of these two options.,Saladin
4,George Washington,Theodoros Kolokotronis,Which is the more interesting historical figure? George Washington or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Theodoros Kolokotronis
4,George Washington,Saladin,Which is the more interesting historical figure? George Washington or Saladin? ... Answer with only and exactly one of these two options.,Saladin
5,George Washington,Saladin,Who's the more interesting historical figure -- George Washington or Saladin? Answer with only and exactly one of these two options.,Saladin
2,George Washington,Ho Chi Minh,Which is the more interesting historical figure? George Washington or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
3,George Washington,Saladin,Who's a more interesting historical figure: George Washington or Saladin? Answer with only and exactly one of these two options.,Saladin
1,George Washington,Ho Chi Minh,Who is the more interesting historical figure? George Washington or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
5,George Washington,Theodoros Kolokotronis,Who's the more interesting historical figure -- George Washington or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
5,George Washington,Emperor Meiji,Who's the more interesting historical figure -- George Washington or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
5,George Washington,Ho Chi Minh,Who's the more interesting historical figure -- George Washington or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
5,George Washington,Mahatma Gandhi,Who's the more interesting historical figure -- George Washington or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,George Washington,Mahatma Gandhi,Which is the more interesting historical figure? George Washington or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,George Washington,Mahatma Gandhi,Who is the more interesting historical figure? George Washington or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,George Washington,Ho Chi Minh,Which is the more interesting historical figure? George Washington or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Ho Chi Minh
3,George Washington,Ho Chi Minh,Who's a more interesting historical figure: George Washington or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
4,George Washington,Mahatma Gandhi,Which is the more interesting historical figure? George Washington or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
3,George Washington,Mahatma Gandhi,Who's a more interesting historical figure: George Washington or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,George Washington,Nnamdi Azikiwe,Who is the more interesting historical figure? George Washington or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
2,George Washington,Nnamdi Azikiwe,Which is the more interesting historical figure? George Washington or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
3,George Washington,Nnamdi Azikiwe,Who's a more interesting historical figure: George Washington or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
1,George Washington,José Rizal,Who is the more interesting historical figure? George Washington or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,George Washington,Nnamdi Azikiwe,Which is the more interesting historical figure? George Washington or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Nnamdi Azikiwe
3,George Washington,José Rizal,Who's a more interesting historical figure: George Washington or José Rizal? Answer with only and exactly one of these two options.,José Rizal
2,George Washington,José Rizal,Which is the more interesting historical figure? George Washington or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,George Washington,José Rizal,Which is the more interesting historical figure? George Washington or José Rizal? ... Answer with only and exactly one of these two options.,José Rizal
5,George Washington,Nnamdi Azikiwe,Who's the more interesting historical figure -- George Washington or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
5,George Washington,José Rizal,Who's the more interesting historical figure -- George Washington or José Rizal? Answer with only and exactly one of these two options.,José Rizal
1,Otto von Bismarck,Miguel Hidalgo,Who is the more interesting historical figure? Otto von Bismarck or Miguel Hidalgo? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Miguel Hidalgo,Which is the more interesting historical figure? Otto von Bismarck or Miguel Hidalgo? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Miguel Hidalgo,Who's a more interesting historical figure: Otto von Bismarck or Miguel Hidalgo? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Emperor Meiji,Which is the more interesting historical figure? Otto von Bismarck or Emperor Meiji? ... Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Emperor Meiji,Which is the more interesting historical figure? Otto von Bismarck or Emperor Meiji? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Miguel Hidalgo,Which is the more interesting historical figure? Otto von Bismarck or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Emperor Meiji,Who's a more interesting historical figure: Otto von Bismarck or Emperor Meiji? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Emperor Meiji,Who is the more interesting historical figure? Otto von Bismarck or Emperor Meiji? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Miguel Hidalgo,Who's the more interesting historical figure -- Otto von Bismarck or Miguel Hidalgo? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Emperor Meiji,Who's the more interesting historical figure -- Otto von Bismarck or Emperor Meiji? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,George Washington,Which is the more interesting historical figure? Otto von Bismarck or George Washington? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,George Washington,Who is the more interesting historical figure? Otto von Bismarck or George Washington? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Theodoros Kolokotronis,Who is the more interesting historical figure? Otto von Bismarck or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,George Washington,Who's the more interesting historical figure -- Otto von Bismarck or George Washington? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,George Washington,Which is the more interesting historical figure? Otto von Bismarck or George Washington? ... Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Theodoros Kolokotronis,Who's a more interesting historical figure: Otto von Bismarck or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Theodoros Kolokotronis,Which is the more interesting historical figure? Otto von Bismarck or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Saladin,Who's a more interesting historical figure: Otto von Bismarck or Saladin? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,George Washington,Who's a more interesting historical figure: Otto von Bismarck or George Washington? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Saladin,Which is the more interesting historical figure? Otto von Bismarck or Saladin? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Saladin,Who is the more interesting historical figure? Otto von Bismarck or Saladin? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Saladin,Which is the more interesting historical figure? Otto von Bismarck or Saladin? ... Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Theodoros Kolokotronis,Who's the more interesting historical figure -- Otto von Bismarck or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Ho Chi Minh,Which is the more interesting historical figure? Otto von Bismarck or Ho Chi Minh? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Theodoros Kolokotronis,Which is the more interesting historical figure? Otto von Bismarck or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Saladin,Who's the more interesting historical figure -- Otto von Bismarck or Saladin? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Mahatma Gandhi,Who is the more interesting historical figure? Otto von Bismarck or Mahatma Gandhi? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Ho Chi Minh,Which is the more interesting historical figure? Otto von Bismarck or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Mahatma Gandhi,Which is the more interesting historical figure? Otto von Bismarck or Mahatma Gandhi? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Ho Chi Minh,Who's the more interesting historical figure -- Otto von Bismarck or Ho Chi Minh? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Ho Chi Minh,Who is the more interesting historical figure? Otto von Bismarck or Ho Chi Minh? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Mahatma Gandhi,Who's a more interesting historical figure: Otto von Bismarck or Mahatma Gandhi? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Ho Chi Minh,Who's a more interesting historical figure: Otto von Bismarck or Ho Chi Minh? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Mahatma Gandhi,Which is the more interesting historical figure? Otto von Bismarck or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Mahatma Gandhi,Who's the more interesting historical figure -- Otto von Bismarck or Mahatma Gandhi? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,Nnamdi Azikiwe,Who is the more interesting historical figure? Otto von Bismarck or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Otto von Bismarck
2,Otto von Bismarck,Nnamdi Azikiwe,Which is the more interesting historical figure? Otto von Bismarck or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Otto von Bismarck,Nnamdi Azikiwe,Who's the more interesting historical figure -- Otto von Bismarck or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Otto von Bismarck,Nnamdi Azikiwe,Who's a more interesting historical figure: Otto von Bismarck or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Otto von Bismarck,Nnamdi Azikiwe,Which is the more interesting historical figure? Otto von Bismarck or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Otto von Bismarck
1,Otto von Bismarck,José Rizal,Who is the more interesting historical figure? Otto von Bismarck or José Rizal? Answer with only and exactly one of these two options.,José Rizal
3,Theodoros Kolokotronis,Miguel Hidalgo,Who's a more interesting historical figure: Theodoros Kolokotronis or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
2,Theodoros Kolokotronis,Miguel Hidalgo,Which is the more interesting historical figure? Theodoros Kolokotronis or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
4,Otto von Bismarck,José Rizal,Which is the more interesting historical figure? Otto von Bismarck or José Rizal? ... Answer with only and exactly one of these two options.,José Rizal
